model,1-2,2-1,3-2,Average
mtad_gat_sparsemax_vae_node,0.2,0.23076923076923078,0.2222222222222222,0.21766381766381768
mtad_gat_sparsemax_vae,0.1,0.15384615384615385,0.0,0.0846153846153846
