model,1-2,2-1,3-2,Average
mtad_gat_sparsemax_vae_node,0.41304347826086957,0.7878275570583263,0.03052064631956912,0.4104638938795883
mtad_gat_sparsemax_vae,0.38768115942028986,0.48436179205409974,0.26840215439856374,0.3801483686243177
