model,1-2,2-1,3-2,Average
mtad_gat_sparsemax_vae_node,0.2347083607891828,0.24562417582955845,0.16927806746791735,0.2165368680288862
mtad_gat_sparsemax_vae,0.18223464346149862,0.2504354160420218,0.1052253612334298,0.17929847357898343
